k,exit_ok,gamma,kr,tgo,fuel_opt,fuel_sim,final_error_1,final_error_2,final_error_3,coeff1,coeff2,coeff3,coeff4
1,1,0.505588611480658,7.55127858132056,600.486796554862,6533.30239826087,6837.94370099127,1.77581968151903e-06,0.000873517960216704,-0.000257850391790271,0.256276372128397,-0.743723627871603,-0.00504909630017431,2.09417787661706e-05
2,1,1.85309573046425,9.77902524007805,630.84812305504,6642.65191003738,6964.04107253262,-7.39770582645661e-07,0.000453357253769575,-0.000238921493291855,0.49845107607037,-0.50154892392963,-0.00695565784496526,2.45723072213778e-05
3,1,1.65551813066841,8.7980590260854,610.627304639271,6577.4436235255,6834.23352199901,5.0000648837555e-06,0.00140261523464696,0.00262806424871087,0.33672287481006,-0.663277125189939,-0.00611789279560576,2.3595785034856e-05
4,1,1.34875895704521,8.1630530906429,605.974007142727,6548.07709867469,6855.73893996732,-3.1827516927829e-06,0.00102954273278417,-0.000539917964488268,0.29513227461198,-0.70486772538802,-0.0055722832664968,2.22302644709953e-05
5,1,0.749020658644677,7.22371272886094,594.148587567282,6538.89278499742,6834.79557657622,-1.37207675435149e-06,0.00106836519370366,-0.000412675086408853,0.235095275336507,-0.764904724663493,-0.00479164925969732,2.0463048266769e-05
6,1,2.29085267748641,10.1762701212806,621.248097113136,6616.67678896705,6882.86576717102,-2.48742394773555e-06,0.00143901602568013,0.00242092763073742,0.425662827284677,-0.574337172715323,-0.00726569289934257,2.63668642650877e-05
7,1,0.498298781952713,7.58874065703221,594.799954648361,6543.21426844869,6824.58327841553,-1.41353463612657e-06,0.000916267565758329,-0.000274092191830277,0.258508260757872,-0.741491739242128,-0.00513261402496039,2.14500277179962e-05
8,1,2.28323612124225,10.1676412991272,621.003014435727,6614.93290594759,6907.81567032394,-2.48574901319466e-06,0.000972688311731423,-0.00068465806543827,0.426762256721175,-0.573237743278824,-0.0072633832709867,2.63653050092004e-05
9,1,0.951652781307234,8.31683180219913,619.672677683427,6619.51712666972,6968.25324909787,-2.80756271935626e-06,0.000279322735900089,0.000335058895871043,0.389076752727247,-0.610923247272753,-0.00572478468324389,2.16587417395652e-05
10,1,0.582978153832817,6.67177077387919,657.495231603733,6635.79748409521,6991.93043468368,-1.15816635209331e-05,0.00101831284724988,-0.000413074623793364,0.169931157997852,-0.830068842002148,-0.00381115546469497,1.54331970599113e-05
11,1,0.745876600909206,8.02723079537528,611.583674295776,6585.47338170301,6861.86580286944,3.33270680836508e-07,0.000383480783059918,-0.000112249283120036,0.344362417549546,-0.655637582450454,-0.00549062696793504,2.1461199032691e-05
12,1,0.582457962198088,6.66908460225753,653.897833043729,6645.82744147521,7001.98297613207,-1.33844782809721e-05,0.00113837202694926,0.00250718416646123,0.169628128653758,-0.830371871346242,-0.00382960502885633,1.55971924374471e-05
13,1,0.808554291292206,7.10006539359628,617.757714155892,6566.96018033496,6877.38828994651,4.23243891911379e-08,0.000898333429869466,0.000252482714131475,0.213464111600451,-0.786535888399549,-0.00447343148466328,1.86048423408888e-05
14,1,0.483031899793065,7.68560932151808,599.444023046986,6538.28263237933,6830.26526775531,3.08540834767534e-06,0.00102278261601094,-0.000496073625981808,0.264520814279911,-0.735479185720089,-0.00518367913528331,2.13885348584115e-05
15,1,0.835016386299658,7.58412232909786,573.081927764345,6518.74837013751,7061.6431942603,10.1431401268223,-4866.04190077363,-3638.3958693007,0.281884815947654,-0.718115184052345,-0.00536388574054042,2.30925505593011e-05
