k,exit_ok,gamma,kr,tgo,fuel_opt,",fuel_sim",final_error_1,final_error_2,final_error_3,coeff1,coeff2,coeff3,coeff4
973,1,0.506969534739939,6.28488172848002,651.99302295563,6623.2653567257,6923.52362562531,7.56848473124202e-08,0.00111817266758328,-0.000209119403734803,0.128507586467596,-0.871492413532404,-0.00348308704349762,1.47846556125813e-05
974,1,0.480975912045653,6.15523965574167,663.23569741502,6640.77674563391,6973.89137221788,-6.75451612527239e-06,0.00126379815712279,-0.000374817289412022,0.115668737526714,-0.884331262473286,-0.00330695192364638,1.39929467181969e-05
975,1,0.477095151961358,6.13599830792296,665.332815620336,6638.82062331881,6968.85022781919,-5.63962836150301e-06,0.00125412578597771,-0.000359373399987817,0.113809691325584,-0.886190308674416,-0.00327927436324152,1.38614078642796e-05
976,1,0.47808409690861,6.14089742057371,664.947455826782,6639.88306440953,6961.21045771532,6.79564827546887e-07,0.00122590864688316,-0.000359766650944948,0.11428187670501,-0.88571812329499,-0.00328556875862532,1.3888558916419e-05
977,1,0.506569282942113,6.28288780688257,649.00357081556,6620.04945521192,6927.17395587757,-2.75991422634086e-07,0.00107025002024879,-0.000199541682377458,0.128306041031079,-0.871693958968921,-0.00349728421620257,1.49164381618651e-05
978,1,0.4771602444474,6.13632058846518,663.773844668916,6646.56108536371,6967.6845180819,-3.85048374430862e-07,0.00119843901757997,-0.000348883448168635,0.113840729059026,-0.886159270940974,-0.0032872657469352,1.39273269202563e-05
979,1,0.48171495814203,6.15890474327016,664.808566693164,6640.0719079209,7010.92237642381,-2.34299395522232e-05,0.00131954572917765,-0.000395706156268716,0.116024224367934,-0.883975775632066,-0.00330241923163471,1.39351058812059e-05
980,1,0.478755815194353,6.14422988527453,662.811557588566,6647.38010574636,6960.09260212111,-5.34746861714135e-07,0.0012133833605359,-0.000355513300746679,0.114603516417638,-0.885396483582362,-0.00329915559561242,1.39857999206436e-05
981,1,0.50724787384278,6.28629149596658,651.494909500281,6619.78100131114,6905.97505363746,4.94896110658381e-06,0.00110638008760362,-0.000208117533475161,0.128650161798539,-0.871349838201461,-0.00348705089886946,1.4810593495691e-05
982,1,0.475163923250382,6.12643302176325,664.20685799716,6640.2038618248,6985.43815121168,-8.15422367667724e-06,0.00118788865694855,-0.0003408407792449,0.112890048207176,-0.887109951792824,-0.00327624825442273,1.38867615743805e-05
983,1,0.480701591546847,6.15387843807072,664.359893785114,6637.79200012723,6963.39671510205,-2.27752469376431e-06,0.00126577647340288,-0.000376234762370586,0.115536821297045,-0.884463178702955,-0.00330013304662481,1.39425464196401e-05
984,1,0.480835417964328,6.15454690152118,662.488320816408,6639.88351605317,6943.99560648136,8.47267827321346e-06,0.00122934310844819,-0.000363387400284409,0.115601594814677,-0.884398405185323,-0.00331005842166834,1.40229579864424e-05
985,1,0.478942831496868,6.14516459030902,662.692034893202,6644.97792811529,6999.21053414097,-9.8918062104563e-06,0.00123058168542197,-0.000359175028279424,0.114693796887922,-0.885306203112078,-0.00330059209538399,1.39929737041342e-05
986,1,0.481229336365121,6.15649800033711,663.084192288944,6644.15462122169,6967.33618739255,-1.77506331301399e-07,0.00125433075898612,-0.000372700393199921,0.115790738243462,-0.884209261756538,-0.00330884036133974,1.40022037709803e-05
987,1,0.477185069506436,6.13644120565653,664.649487622314,6638.57338040187,6959.59835401042,-2.21696277050295e-06,0.00121592233015015,-0.000353926327079534,0.113852346165296,-0.886147653834704,-0.00328304315226301,1.38909269980057e-05
988,1,0.48413476974331,6.17092338077314,663.633385311455,6641.78551367394,6945.42156927564,-9.86377778412848e-07,0.00131199926475487,-0.000398296862840652,0.117193025842217,-0.882806974157783,-0.00331908364615358,1.40117926658828e-05
989,1,0.482372688051095,6.1621762278446,664.440958559154,6640.14517777582,6940.27498071147,6.70923675948466e-06,0.00128066392826463,-0.000385623425245285,0.116341905768343,-0.883658094231657,-0.00330718627649895,1.39579398370692e-05
990,1,0.0767256643306036,4.31278129589966,676.4554850533,6659.16703566182,6969.99582941695,-8.73205659603082e-05,0.00252654836181478,-0.0120766672771424,0.00294326251033361,-0.997056737489666,-0.00171383621845984,9.42494859326137e-06
991,1,0.479132981983001,6.14609802569453,661.857481751503,6640.82518115264,6947.52423727556,1.63702094903284e-06,0.00121144020027686,-0.00035251397639513,0.114783983345615,-0.885216016654385,-0.00330559532303408,1.40304150156224e-05
992,1,0.475108876359544,6.12616408883029,665.191118540554,6644.21237279517,6945.25657023212,8.0835782525089e-06,0.00117586013411889,-0.000373541377484798,0.112864235538331,-0.887135764461669,-0.00327115954994642,1.38450886594976e-05
993,1,0.48218802742677,6.16125519003201,664.703944779353,6636.66787668639,6963.34269418739,-9.27329628247963e-06,0.00130607489584978,-0.000392391812056303,0.116252431903447,-0.883747568096553,-0.00330505038246569,1.3944812676346e-05
994,1,0.507113694332991,6.28561909569151,651.85427065526,6622.44798176235,6927.9766593984,5.1877881791112e-07,0.00111363202615582,-0.000209121266379952,0.128582151449971,-0.871417848550029,-0.00348450842703303,1.47926856754106e-05
995,1,0.480918684466123,6.15495482266952,664.470209049085,6637.23076130887,6980.69719849193,-1.32950254247901e-05,0.0012900642756204,-0.000383608974516392,0.115641129202987,-0.884358870797013,-0.00330055209499353,1.39403552273194e-05
996,1,0.478667909481989,6.14379409901397,664.872969347758,6638.55640335525,6978.541949726,-1.01637912497072e-05,0.00125279857372881,-0.000368514331057668,0.114561434879313,-0.885438565120687,-0.00328853568303614,1.38982237329586e-05
997,1,0.477887572097847,6.13992642520023,662.466506309149,6639.14219161872,6955.55487413827,-1.12942187335341e-07,0.00119902577433497,-0.000347277848049998,0.114188227716222,-0.885811772283778,-0.00329699904752177,1.39905670034141e-05
998,1,0.477416173113695,6.13758887388698,666.093050576665,6643.89033760335,6957.90576511277,3.21902504295821e-06,0.00122303224065876,-0.000360117526724935,0.113962906452409,-0.886037093547591,-0.00327695558677004,1.38333698555756e-05
999,1,0.475224154413188,6.12673311895363,664.169375989074,6640.61169673685,6974.12297751438,-6.24918044477354e-06,0.00118697068514905,-0.000340588856488466,0.112918854893432,-0.887081145106568,-0.0032767024392375,1.38890093069479e-05
1000,1,0.506730126449049,6.2836818762254,650.754164525425,6623.3979368325,6914.995056001,3.40800766440643e-06,0.00109247972625161,-0.000203924952074885,0.128386290373976,-0.871613709626024,-0.00348860960443071,1.48381677896043e-05
1001,1,0.481642498475137,6.15854526878103,664.04641869164,6637.37576470422,6963.62516667043,-4.80569403477462e-07,0.00127199004121528,-0.000380148645490408,0.115989338513983,-0.884010661486017,-0.00330588632226914,1.39662965869205e-05
1002,1,0.47693559314285,6.13520911539278,665.966543986631,6636.99558453512,6945.03465450241,4.22254508982811e-06,0.00122318595477356,-0.000356395961716771,0.11373370132849,-0.88626629867151,-0.00327544721085669,1.38332601907132e-05
1003,1,0.481457435653339,6.15763004151934,661.75418571113,6642.77680233831,6949.87637978238,3.73335974624453e-06,0.0012367724070084,-0.00036652572453022,0.115900537708656,-0.884099462291344,-0.00331651178920743,1.4061129189515e-05
1004,1,0.479745414715597,6.14913590848843,662.908348878826,6641.77183565297,6945.98098413763,5.39758031464148e-06,0.00122400546053198,-0.000359916128218174,0.115077694756447,-0.884922305243553,-0.00330308956389522,1.39928801555442e-05
1005,1,0.478557979963106,6.14324979068752,666.063997744785,6642.04469788023,6969.15695469496,-5.38772316270304e-07,0.0012463573956304,-0.000368937384337187,0.11450888270596,-0.88549111729404,-0.00328216775783065,1.38473367913019e-05
1006,1,0.478399410977889,6.14245984185744,664.869828249876,6643.87043541287,6948.80699147091,8.49332246862097e-06,0.00121712764442911,-0.000358657678589225,0.1144326316065,-0.8855673683935,-0.00328735409499405,1.38953367272425e-05
1007,1,0.482530615179711,6.16295751150367,662.762937793933,6639.93029645707,6938.03988793265,6.94006647207978e-06,0.0012650178832853,-0.000378139317035675,0.116417825006395,-0.883582174993605,-0.00331626356186139,1.40304869752359e-05
1008,1,0.482817008649416,6.16437756529949,662.420032012138,6639.67481123868,6962.13633180234,-1.59865078301787e-06,0.00127490869344016,-0.000381123274564743,0.116555866172816,-0.883444133827184,-0.00331926050325463,1.40482528886224e-05
1009,1,0.48035372182904,6.15215347090484,664.108850688474,6642.32087651459,6951.83759790387,2.86154986006649e-06,0.00124896926946131,-0.000370993511751294,0.115369741119902,-0.884630258880098,-0.00329983025267691,1.39491782644862e-05
1010,1,0.477693184772325,6.1389636689904,664.554650993014,6640.58109532757,6962.55310520429,-7.76488718563957e-07,0.0012184811631128,-0.000356082804501057,0.114095403957052,-0.885904596042948,-0.00328577527098701,1.39006036217531e-05
1011,1,0.476718961958501,6.1341345432228,664.302808172624,6641.06374852935,6951.77477170306,1.727370737725e-06,0.00119889711245306,-0.000347880413755774,0.113630265562768,-0.886369734437233,-0.00328268601358599,1.39002022942053e-05
