k,exit_ok,gamma,kr,tgo,fuel_opt,fuel_sim,final_error_1,final_error_2,final_error_3,coeff1,coeff2,coeff3,coeff4
1,1,1.59837913894284,9.14428627398494,625.197521380767,6618.24680120664,6920.75023424228,1.14541240176365e-06,0.000498379105559731,-0.000391744310036302,0.432540319026352,-0.567459680973648,-0.00640546918224237,2.33945835473829e-05
2,1,0.576609642009761,6.63890447495184,660.04466883027,6645.02165175453,6987.68250399147,-6.40776337135966e-06,0.00110331579102183,-0.000412032008171081,0.166237910492039,-0.833762089507961,-0.00376594231474227,1.5238764746224e-05
3,1,0.575716808144805,6.63431048817759,658.795128114567,6647.28109953238,6925.75554539375,9.35356287345556e-06,0.00108148623844017,-0.000392376445233822,0.165724185371528,-0.834275814628472,-0.00376881874728822,1.52860415284583e-05
4,1,1.27383506775204,7.94102292620552,625.729747533103,6578.54910020215,6892.22574701078,-3.63956245077275e-06,0.00111419812750783,-0.000605192966759205,0.271073772779332,-0.728926227220668,-0.00518048766046655,2.02816295403372e-05
5,1,0.577175871955394,6.64182810870977,652.763479344724,6651.57767546954,6962.61167996782,-1.75656738424788e-06,0.00102939515423491,-0.000382020836696029,0.166565168719838,-0.833434831280162,-0.00381068993867699,1.55874809087989e-05
6,1,1.55180508288288,8.59498213097721,607.783902660789,6571.50547474507,6841.85291454545,-1.29360322009614e-06,0.00103655380761495,-0.000489966943860054,0.325794707490777,-0.674205292509223,-0.00596147044552705,2.32673322338092e-05
7,1,0.687192499465349,7.12509655850993,604.505484633138,6554.93553414496,6841.42854803221,-1.14090784093188e-06,0.000881035555698432,0.000299792503938079,0.223853678645929,-0.776146321354071,-0.00460939069823644,1.94980088491484e-05
8,1,0.598208484753678,7.41820552033515,602.736871152882,6543.74442039003,6847.1159579084,-2.55942848214648e-06,0.000869758831725162,-0.000387880718335509,0.255770999562371,-0.744229000437629,-0.00491901840028286,2.04194172020911e-05
9,1,0.576958816816416,6.64070980113983,655.765764834371,6646.42585088693,7010.73262244119,-1.64414555962817e-05,0.00108116958094995,-0.000400927383452654,0.166439960976269,-0.833560039023731,-0.00379219989042014,1.54424790932513e-05
10,1,0.576277673103689,6.63720029642917,659.828891140094,6640.7558240375,6997.45713407237,-1.2692714398425e-05,0.00106936180720264,0.00241416459903121,0.16604726777534,-0.83395273222466,-0.00376559354910452,1.52448188732993e-05
