Parameter,Mean,StdDev,Min,Max,-3σ,+3σ
gamma,1.1997151931279,0.957601057304114,0.0146282153804021,9.98108207871756,-1.67308797878444,4.07251836504024
kr,8.07722441039675,2.00375905679835,4.0587069835268,27.2565521482381,2.06594724000171,14.0885015807918
tgo,631.243797892753,31.9812716875955,493.390130595328,782.33285393566,535.299982829966,727.187612955539
fuel_opt,6613.16148426844,70.2241375280044,6474.83654462912,7091.00899778376,6402.48907168443,6823.83389685245
fuel_sim,6906.89280534784,101.593375668006,5863.12805360043,7395.53614848152,6602.11267834382,7211.67293235186
coeff1,0.285263149295987,0.135003306978456,0.000106920231148336,1.85176428965999,-0.11974677163938,0.690273070231354
coeff2,-0.714736850704013,0.135003306978456,-0.999893079768852,0.851764289659991,-1.11974677163938,-0.309726929768646
coeff3,-0.00527280201088657,0.00169392433157339,-0.0204083843459174,-0.00142410011947699,-0.0103545750056067,-0.000191029016166398
coeff4,2.03867482916652e-05,4.79828008007235e-06,7.75967126135801e-06,5.79163003668646e-05,5.99190805144821e-06,3.47815885318823e-05
